support,itemsets
0.1026,"frozenset({'nota10_hash=High', 'desplazado_hash=B', 'Dropout=No'})"
0.06408,"frozenset({'nota10_hash=Low', 'desplazado_hash=B', 'Dropout=No'})"
0.07958,"frozenset({'nota10_hash=Medium', 'desplazado_hash=B', 'Dropout=No'})"
0.23004,"frozenset({'desplazado_hash=B', 'tipo_ingreso=NAP', 'Dropout=No'})"
0.27172,"frozenset({'total_n_wifi_days=Low', 'desplazado_hash=B', 'Dropout=No'})"
0.08556,"frozenset({'total_n_wifi_days=Medium', 'desplazado_hash=B', 'Dropout=No'})"
0.35766,"frozenset({'desplazado_hash=B', 'total_pft_assignment_submissions=Low', 'Dropout=No'})"
0.35722,"frozenset({'total_pft_events=Low', 'desplazado_hash=B', 'Dropout=No'})"
0.35792,"frozenset({'total_pft_visits=Low', 'desplazado_hash=B', 'Dropout=No'})"
0.35698,"frozenset({'desplazado_hash=B', 'Dropout=No', 'total_resource_events=Low'})"
0.1504,"frozenset({'estudios_m_hash=F', 'estudios_p_hash=F', 'Dropout=No'})"
0.07634,"frozenset({'estudios_m_hash=F', 'estudios_p_hash=L', 'Dropout=No'})"
0.07446,"frozenset({'estudios_m_hash=F', 'estudios_p_hash=T', 'Dropout=No'})"
0.06616,"frozenset({'estudios_m_hash=F', 'nota10_hash=High', 'Dropout=No'})"
0.0878,"frozenset({'estudios_m_hash=F', 'nota10_hash=Low', 'Dropout=No'})"
0.07428,"frozenset({'estudios_m_hash=F', 'nota10_hash=Medium', 'Dropout=No'})"
0.20426,"frozenset({'estudios_m_hash=F', 'tipo_ingreso=NAP', 'Dropout=No'})"
0.23736,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'Dropout=No'})"
0.07262,"frozenset({'total_n_wifi_days=Medium', 'estudios_m_hash=F', 'Dropout=No'})"
0.31062,"frozenset({'estudios_m_hash=F', 'total_pft_assignment_submissions=Low', 'Dropout=No'})"
0.31014,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'Dropout=No'})"
0.31052,"frozenset({'estudios_m_hash=F', 'total_pft_visits=Low', 'Dropout=No'})"
0.30988,"frozenset({'estudios_m_hash=F', 'Dropout=No', 'total_resource_events=Low'})"
0.09902,"frozenset({'estudios_m_hash=L', 'estudios_p_hash=F', 'Dropout=No'})"
0.28222,"frozenset({'estudios_p_hash=L', 'estudios_m_hash=L', 'Dropout=No'})"
0.13736,"frozenset({'nota10_hash=High', 'estudios_m_hash=L', 'Dropout=No'})"
0.07484,"frozenset({'nota10_hash=Low', 'estudios_m_hash=L', 'Dropout=No'})"
0.11052,"frozenset({'nota10_hash=Medium', 'estudios_m_hash=L', 'Dropout=No'})"
0.2993,"frozenset({'estudios_m_hash=L', 'tipo_ingreso=NAP', 'Dropout=No'})"
0.30836,"frozenset({'total_n_wifi_days=Low', 'estudios_m_hash=L', 'Dropout=No'})"
0.11404,"frozenset({'total_n_wifi_days=Medium', 'estudios_m_hash=L', 'Dropout=No'})"
0.42278,"frozenset({'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'Dropout=No'})"
0.42244,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'Dropout=No'})"
0.42292,"frozenset({'total_pft_visits=Low', 'estudios_m_hash=L', 'Dropout=No'})"
0.42192,"frozenset({'estudios_m_hash=L', 'Dropout=No', 'total_resource_events=Low'})"
0.05372,"frozenset({'estudios_m_hash=T', 'estudios_p_hash=F', 'Dropout=No'})"
0.09828,"frozenset({'estudios_p_hash=T', 'estudios_m_hash=T', 'Dropout=No'})"
0.05606,"frozenset({'nota10_hash=Low', 'estudios_m_hash=T', 'Dropout=No'})"
0.11264,"frozenset({'estudios_m_hash=T', 'tipo_ingreso=NAP', 'Dropout=No'})"
0.14586,"frozenset({'total_n_wifi_days=Low', 'estudios_m_hash=T', 'Dropout=No'})"
0.17876,"frozenset({'estudios_m_hash=T', 'total_pft_assignment_submissions=Low', 'Dropout=No'})"
0.17842,"frozenset({'total_pft_events=Low', 'estudios_m_hash=T', 'Dropout=No'})"
0.17874,"frozenset({'total_pft_visits=Low', 'estudios_m_hash=T', 'Dropout=No'})"
0.17848,"frozenset({'estudios_m_hash=T', 'Dropout=No', 'total_resource_events=Low'})"
0.06926,"frozenset({'nota10_hash=High', 'estudios_p_hash=F', 'Dropout=No'})"
0.0821,"frozenset({'nota10_hash=Low', 'estudios_p_hash=F', 'Dropout=No'})"
0.07552,"frozenset({'nota10_hash=Medium', 'estudios_p_hash=F', 'Dropout=No'})"
0.20264,"frozenset({'tipo_ingreso=NAP', 'estudios_p_hash=F', 'Dropout=No'})"
0.23278,"frozenset({'total_n_wifi_days=Low', 'estudios_p_hash=F', 'Dropout=No'})"
0.07296,"frozenset({'total_n_wifi_days=Medium', 'estudios_p_hash=F', 'Dropout=No'})"
0.30628,"frozenset({'total_pft_assignment_submissions=Low', 'estudios_p_hash=F', 'Dropout=No'})"
0.30572,"frozenset({'total_pft_events=Low', 'estudios_p_hash=F', 'Dropout=No'})"
0.30622,"frozenset({'total_pft_visits=Low', 'estudios_p_hash=F', 'Dropout=No'})"
0.3058,"frozenset({'estudios_p_hash=F', 'Dropout=No', 'total_resource_events=Low'})"
0.12202,"frozenset({'nota10_hash=High', 'estudios_p_hash=L', 'Dropout=No'})"
0.0706,"frozenset({'nota10_hash=Low', 'estudios_p_hash=L', 'Dropout=No'})"
0.09408,"frozenset({'nota10_hash=Medium', 'estudios_p_hash=L', 'Dropout=No'})"
0.26616,"frozenset({'estudios_p_hash=L', 'tipo_ingreso=NAP', 'Dropout=No'})"
0.27966,"frozenset({'total_n_wifi_days=Low', 'estudios_p_hash=L', 'Dropout=No'})"
0.0997,"frozenset({'total_n_wifi_days=Medium', 'estudios_p_hash=L', 'Dropout=No'})"
0.37978,"frozenset({'estudios_p_hash=L', 'total_pft_assignment_submissions=Low', 'Dropout=No'})"
0.3794,"frozenset({'total_pft_events=Low', 'estudios_p_hash=L', 'Dropout=No'})"
0.3798,"frozenset({'total_pft_visits=Low', 'estudios_p_hash=L', 'Dropout=No'})"
0.3789,"frozenset({'estudios_p_hash=L', 'Dropout=No', 'total_resource_events=Low'})"
0.06166,"frozenset({'nota10_hash=Low', 'estudios_p_hash=T', 'Dropout=No'})"
0.05394,"frozenset({'estudios_p_hash=T', 'Dropout=No', 'nota10_hash=Medium'})"
0.13786,"frozenset({'estudios_p_hash=T', 'tipo_ingreso=NAP', 'Dropout=No'})"
0.16912,"frozenset({'total_n_wifi_days=Low', 'estudios_p_hash=T', 'Dropout=No'})"
0.21212,"frozenset({'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'Dropout=No'})"
0.21194,"frozenset({'total_pft_events=Low', 'estudios_p_hash=T', 'Dropout=No'})"
0.2122,"frozenset({'total_pft_visits=Low', 'estudios_p_hash=T', 'Dropout=No'})"
0.21166,"frozenset({'estudios_p_hash=T', 'Dropout=No', 'total_resource_events=Low'})"
0.22828,"frozenset({'nota10_hash=High', 'tipo_ingreso=NAP', 'Dropout=No'})"
0.15236,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=High', 'Dropout=No'})"
0.08436,"frozenset({'total_n_wifi_days=Medium', 'nota10_hash=High', 'Dropout=No'})"
0.23714,"frozenset({'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'Dropout=No'})"
0.23666,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'Dropout=No'})"
0.2372,"frozenset({'total_pft_visits=Low', 'nota10_hash=High', 'Dropout=No'})"
0.23614,"frozenset({'nota10_hash=High', 'Dropout=No', 'total_resource_events=Low'})"
0.17598,"frozenset({'nota10_hash=Low', 'tipo_ingreso=NAP', 'Dropout=No'})"
0.17718,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=Low', 'Dropout=No'})"
0.22386,"frozenset({'nota10_hash=Low', 'total_pft_assignment_submissions=Low', 'Dropout=No'})"
0.2236,"frozenset({'total_pft_events=Low', 'nota10_hash=Low', 'Dropout=No'})"
0.22374,"frozenset({'nota10_hash=Low', 'total_pft_visits=Low', 'Dropout=No'})"
0.2233,"frozenset({'nota10_hash=Low', 'Dropout=No', 'total_resource_events=Low'})"
0.21162,"frozenset({'nota10_hash=Medium', 'tipo_ingreso=NAP', 'Dropout=No'})"
0.16944,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=Medium', 'Dropout=No'})"
0.06038,"frozenset({'total_n_wifi_days=Medium', 'nota10_hash=Medium', 'Dropout=No'})"
0.2303,"frozenset({'nota10_hash=Medium', 'total_pft_assignment_submissions=Low', 'Dropout=No'})"
0.22988,"frozenset({'total_pft_events=Low', 'nota10_hash=Medium', 'Dropout=No'})"
0.23038,"frozenset({'total_pft_visits=Low', 'nota10_hash=Medium', 'Dropout=No'})"
0.23,"frozenset({'nota10_hash=Medium', 'Dropout=No', 'total_resource_events=Low'})"
0.4439,"frozenset({'total_n_wifi_days=Low', 'tipo_ingreso=NAP', 'Dropout=No'})"
0.1803,"frozenset({'total_n_wifi_days=Medium', 'tipo_ingreso=NAP', 'Dropout=No'})"
0.62522,"frozenset({'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'Dropout=No'})"
0.62422,"frozenset({'total_pft_events=Low', 'tipo_ingreso=NAP', 'Dropout=No'})"
0.6252,"frozenset({'total_pft_visits=Low', 'tipo_ingreso=NAP', 'Dropout=No'})"
0.62352,"frozenset({'tipo_ingreso=NAP', 'Dropout=No', 'total_resource_events=Low'})"
0.7108,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'Dropout=No'})"
0.71,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'Dropout=No'})"
0.7108,"frozenset({'total_n_wifi_days=Low', 'total_pft_visits=Low', 'Dropout=No'})"
0.70952,"frozenset({'total_n_wifi_days=Low', 'Dropout=No', 'total_resource_events=Low'})"
0.22262,"frozenset({'total_n_wifi_days=Medium', 'total_pft_assignment_submissions=Low', 'Dropout=No'})"
0.22224,"frozenset({'total_n_wifi_days=Medium', 'total_pft_events=Low', 'Dropout=No'})"
0.22264,"frozenset({'total_n_wifi_days=Medium', 'total_pft_visits=Low', 'Dropout=No'})"
0.222,"frozenset({'total_n_wifi_days=Medium', 'Dropout=No', 'total_resource_events=Low'})"
0.93364,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'Dropout=No'})"
0.93478,"frozenset({'total_pft_visits=Low', 'total_pft_assignment_submissions=Low', 'Dropout=No'})"
0.93286,"frozenset({'total_pft_assignment_submissions=Low', 'Dropout=No', 'total_resource_events=Low'})"
0.93374,"frozenset({'total_pft_events=Low', 'total_pft_visits=Low', 'Dropout=No'})"
0.93192,"frozenset({'total_pft_events=Low', 'Dropout=No', 'total_resource_events=Low'})"
0.93298,"frozenset({'total_pft_visits=Low', 'Dropout=No', 'total_resource_events=Low'})"
0.05132,"frozenset({'dedicacion=TC', 'Dropout=Yes', 'total_n_wifi_days=Low'})"
0.05848,"frozenset({'dedicacion=TC', 'Dropout=Yes', 'total_pft_assignment_submissions=Low'})"
0.0584,"frozenset({'dedicacion=TC', 'Dropout=Yes', 'total_pft_events=Low'})"
0.0585,"frozenset({'dedicacion=TC', 'Dropout=Yes', 'total_pft_visits=Low'})"
0.0585,"frozenset({'dedicacion=TC', 'Dropout=Yes', 'total_resource_events=Low'})"
0.05642,"frozenset({'total_n_wifi_days=Low', 'Dropout=Yes', 'total_pft_assignment_submissions=Low'})"
0.05636,"frozenset({'total_pft_events=Low', 'Dropout=Yes', 'total_n_wifi_days=Low'})"
0.05642,"frozenset({'total_n_wifi_days=Low', 'Dropout=Yes', 'total_pft_visits=Low'})"
0.05642,"frozenset({'total_n_wifi_days=Low', 'Dropout=Yes', 'total_resource_events=Low'})"
0.0636,"frozenset({'total_pft_events=Low', 'Dropout=Yes', 'total_pft_assignment_submissions=Low'})"
0.06366,"frozenset({'Dropout=Yes', 'total_pft_assignment_submissions=Low', 'total_pft_visits=Low'})"
0.06366,"frozenset({'Dropout=Yes', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low'})"
0.0636,"frozenset({'total_pft_events=Low', 'Dropout=Yes', 'total_pft_visits=Low'})"
0.06358,"frozenset({'total_pft_events=Low', 'Dropout=Yes', 'total_resource_events=Low'})"
0.06368,"frozenset({'Dropout=Yes', 'total_pft_visits=Low', 'total_resource_events=Low'})"
0.05458,"frozenset({'dedicacion=TC', 'campus_hash=1a9d786be0ff0bfe', 'desplazado_hash=A'})"
0.06748,"frozenset({'dedicacion=TC', 'campus_hash=1a9d786be0ff0bfe', 'tipo_ingreso=NAP'})"
0.05914,"frozenset({'dedicacion=TC', 'campus_hash=1a9d786be0ff0bfe', 'total_n_wifi_days=Low'})"
0.08204,"frozenset({'dedicacion=TC', 'campus_hash=1a9d786be0ff0bfe', 'total_pft_assignment_submissions=Low'})"
0.08204,"frozenset({'dedicacion=TC', 'campus_hash=1a9d786be0ff0bfe', 'total_pft_events=Low'})"
0.08214,"frozenset({'dedicacion=TC', 'total_pft_visits=Low', 'campus_hash=1a9d786be0ff0bfe'})"
0.08192,"frozenset({'dedicacion=TC', 'campus_hash=1a9d786be0ff0bfe', 'total_resource_events=Low'})"
0.05556,"frozenset({'campus_hash=1a9d786be0ff0bfe', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A'})"
0.05558,"frozenset({'total_pft_events=Low', 'campus_hash=1a9d786be0ff0bfe', 'desplazado_hash=A'})"
0.0556,"frozenset({'total_pft_visits=Low', 'campus_hash=1a9d786be0ff0bfe', 'desplazado_hash=A'})"
0.05548,"frozenset({'campus_hash=1a9d786be0ff0bfe', 'desplazado_hash=A', 'total_resource_events=Low'})"
0.06814,"frozenset({'campus_hash=1a9d786be0ff0bfe', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP'})"
0.06816,"frozenset({'total_pft_events=Low', 'campus_hash=1a9d786be0ff0bfe', 'tipo_ingreso=NAP'})"
0.06824,"frozenset({'total_pft_visits=Low', 'campus_hash=1a9d786be0ff0bfe', 'tipo_ingreso=NAP'})"
0.06804,"frozenset({'campus_hash=1a9d786be0ff0bfe', 'tipo_ingreso=NAP', 'total_resource_events=Low'})"
0.06048,"frozenset({'total_n_wifi_days=Low', 'campus_hash=1a9d786be0ff0bfe', 'total_pft_assignment_submissions=Low'})"
0.06042,"frozenset({'total_pft_events=Low', 'campus_hash=1a9d786be0ff0bfe', 'total_n_wifi_days=Low'})"
0.0605,"frozenset({'total_n_wifi_days=Low', 'total_pft_visits=Low', 'campus_hash=1a9d786be0ff0bfe'})"
0.0604,"frozenset({'total_n_wifi_days=Low', 'campus_hash=1a9d786be0ff0bfe', 'total_resource_events=Low'})"
0.08334,"frozenset({'total_pft_events=Low', 'campus_hash=1a9d786be0ff0bfe', 'total_pft_assignment_submissions=Low'})"
0.08344,"frozenset({'total_pft_visits=Low', 'campus_hash=1a9d786be0ff0bfe', 'total_pft_assignment_submissions=Low'})"
0.08322,"frozenset({'campus_hash=1a9d786be0ff0bfe', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low'})"
0.08344,"frozenset({'total_pft_events=Low', 'total_pft_visits=Low', 'campus_hash=1a9d786be0ff0bfe'})"
0.08322,"frozenset({'total_pft_events=Low', 'campus_hash=1a9d786be0ff0bfe', 'total_resource_events=Low'})"
0.08332,"frozenset({'total_pft_visits=Low', 'campus_hash=1a9d786be0ff0bfe', 'total_resource_events=Low'})"
0.06712,"frozenset({'dedicacion=TC', 'desplazado_hash=A', 'campus_hash=6781b441c78d2643'})"
0.05644,"frozenset({'dedicacion=TC', 'estudios_m_hash=L', 'campus_hash=6781b441c78d2643'})"
0.05314,"frozenset({'dedicacion=TC', 'estudios_p_hash=L', 'campus_hash=6781b441c78d2643'})"
0.08172,"frozenset({'dedicacion=TC', 'tipo_ingreso=NAP', 'campus_hash=6781b441c78d2643'})"
0.06658,"frozenset({'dedicacion=TC', 'total_n_wifi_days=Low', 'campus_hash=6781b441c78d2643'})"
0.09194,"frozenset({'dedicacion=TC', 'total_pft_assignment_submissions=Low', 'campus_hash=6781b441c78d2643'})"
0.09194,"frozenset({'dedicacion=TC', 'total_pft_events=Low', 'campus_hash=6781b441c78d2643'})"
0.09188,"frozenset({'dedicacion=TC', 'total_pft_visits=Low', 'campus_hash=6781b441c78d2643'})"
0.09174,"frozenset({'dedicacion=TC', 'campus_hash=6781b441c78d2643', 'total_resource_events=Low'})"
0.06094,"frozenset({'tipo_ingreso=NAP', 'desplazado_hash=A', 'campus_hash=6781b441c78d2643'})"
0.06834,"frozenset({'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'campus_hash=6781b441c78d2643'})"
0.06834,"frozenset({'total_pft_events=Low', 'desplazado_hash=A', 'campus_hash=6781b441c78d2643'})"
0.06828,"frozenset({'total_pft_visits=Low', 'desplazado_hash=A', 'campus_hash=6781b441c78d2643'})"
0.0682,"frozenset({'desplazado_hash=A', 'campus_hash=6781b441c78d2643', 'total_resource_events=Low'})"
0.05222,"frozenset({'estudios_m_hash=L', 'tipo_ingreso=NAP', 'campus_hash=6781b441c78d2643'})"
0.05682,"frozenset({'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'campus_hash=6781b441c78d2643'})"
0.05682,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'campus_hash=6781b441c78d2643'})"
0.05678,"frozenset({'total_pft_visits=Low', 'estudios_m_hash=L', 'campus_hash=6781b441c78d2643'})"
0.05672,"frozenset({'estudios_m_hash=L', 'campus_hash=6781b441c78d2643', 'total_resource_events=Low'})"
0.05352,"frozenset({'estudios_p_hash=L', 'total_pft_assignment_submissions=Low', 'campus_hash=6781b441c78d2643'})"
0.05352,"frozenset({'total_pft_events=Low', 'estudios_p_hash=L', 'campus_hash=6781b441c78d2643'})"
0.05348,"frozenset({'total_pft_visits=Low', 'estudios_p_hash=L', 'campus_hash=6781b441c78d2643'})"
0.0534,"frozenset({'estudios_p_hash=L', 'campus_hash=6781b441c78d2643', 'total_resource_events=Low'})"
0.05822,"frozenset({'total_n_wifi_days=Low', 'tipo_ingreso=NAP', 'campus_hash=6781b441c78d2643'})"
0.08238,"frozenset({'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'campus_hash=6781b441c78d2643'})"
0.08238,"frozenset({'total_pft_events=Low', 'tipo_ingreso=NAP', 'campus_hash=6781b441c78d2643'})"
0.08232,"frozenset({'total_pft_visits=Low', 'tipo_ingreso=NAP', 'campus_hash=6781b441c78d2643'})"
0.0822,"frozenset({'tipo_ingreso=NAP', 'campus_hash=6781b441c78d2643', 'total_resource_events=Low'})"
0.0679,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'campus_hash=6781b441c78d2643'})"
0.0679,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'campus_hash=6781b441c78d2643'})"
0.0679,"frozenset({'total_n_wifi_days=Low', 'total_pft_visits=Low', 'campus_hash=6781b441c78d2643'})"
0.06774,"frozenset({'total_n_wifi_days=Low', 'campus_hash=6781b441c78d2643', 'total_resource_events=Low'})"
0.09326,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'campus_hash=6781b441c78d2643'})"
0.0932,"frozenset({'total_pft_visits=Low', 'total_pft_assignment_submissions=Low', 'campus_hash=6781b441c78d2643'})"
0.09306,"frozenset({'total_pft_assignment_submissions=Low', 'campus_hash=6781b441c78d2643', 'total_resource_events=Low'})"
0.0932,"frozenset({'total_pft_events=Low', 'total_pft_visits=Low', 'campus_hash=6781b441c78d2643'})"
0.09306,"frozenset({'total_pft_events=Low', 'campus_hash=6781b441c78d2643', 'total_resource_events=Low'})"
0.093,"frozenset({'total_pft_visits=Low', 'campus_hash=6781b441c78d2643', 'total_resource_events=Low'})"
0.05266,"frozenset({'dedicacion=TC', 'campus_hash=8138689887e6817e', 'total_pft_assignment_submissions=Low'})"
0.05264,"frozenset({'dedicacion=TC', 'campus_hash=8138689887e6817e', 'total_pft_events=Low'})"
0.05264,"frozenset({'dedicacion=TC', 'campus_hash=8138689887e6817e', 'total_pft_visits=Low'})"
0.05254,"frozenset({'dedicacion=TC', 'campus_hash=8138689887e6817e', 'total_resource_events=Low'})"
0.05348,"frozenset({'total_pft_events=Low', 'campus_hash=8138689887e6817e', 'total_pft_assignment_submissions=Low'})"
0.05348,"frozenset({'campus_hash=8138689887e6817e', 'total_pft_assignment_submissions=Low', 'total_pft_visits=Low'})"
0.05338,"frozenset({'campus_hash=8138689887e6817e', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low'})"
0.05348,"frozenset({'total_pft_events=Low', 'campus_hash=8138689887e6817e', 'total_pft_visits=Low'})"
0.05336,"frozenset({'total_pft_events=Low', 'campus_hash=8138689887e6817e', 'total_resource_events=Low'})"
0.05336,"frozenset({'campus_hash=8138689887e6817e', 'total_pft_visits=Low', 'total_resource_events=Low'})"
0.05686,"frozenset({'dedicacion=TC', 'total_pft_assignment_submissions=Low', 'campus_hash=86348ea0bf50ebf0'})"
0.05674,"frozenset({'dedicacion=TC', 'total_pft_events=Low', 'campus_hash=86348ea0bf50ebf0'})"
0.05686,"frozenset({'dedicacion=TC', 'total_pft_visits=Low', 'campus_hash=86348ea0bf50ebf0'})"
0.05656,"frozenset({'campus_hash=86348ea0bf50ebf0', 'dedicacion=TC', 'total_resource_events=Low'})"
0.0578,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'campus_hash=86348ea0bf50ebf0'})"
0.05792,"frozenset({'total_pft_visits=Low', 'total_pft_assignment_submissions=Low', 'campus_hash=86348ea0bf50ebf0'})"
0.05762,"frozenset({'campus_hash=86348ea0bf50ebf0', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low'})"
0.0578,"frozenset({'total_pft_events=Low', 'total_pft_visits=Low', 'campus_hash=86348ea0bf50ebf0'})"
0.05762,"frozenset({'campus_hash=86348ea0bf50ebf0', 'total_pft_events=Low', 'total_resource_events=Low'})"
0.05762,"frozenset({'campus_hash=86348ea0bf50ebf0', 'total_pft_visits=Low', 'total_resource_events=Low'})"
0.05074,"frozenset({'dedicacion=TC', 'tipo_ingreso=NAP', 'campus_hash=9103a6c82e355433'})"
0.0577,"frozenset({'dedicacion=TC', 'total_n_wifi_days=Low', 'campus_hash=9103a6c82e355433'})"
0.06266,"frozenset({'dedicacion=TC', 'total_pft_assignment_submissions=Low', 'campus_hash=9103a6c82e355433'})"
0.0626,"frozenset({'dedicacion=TC', 'total_pft_events=Low', 'campus_hash=9103a6c82e355433'})"
0.06266,"frozenset({'dedicacion=TC', 'total_pft_visits=Low', 'campus_hash=9103a6c82e355433'})"
0.06256,"frozenset({'dedicacion=TC', 'campus_hash=9103a6c82e355433', 'total_resource_events=Low'})"
0.05206,"frozenset({'campus_hash=9103a6c82e355433', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP'})"
0.052,"frozenset({'total_pft_events=Low', 'tipo_ingreso=NAP', 'campus_hash=9103a6c82e355433'})"
0.05206,"frozenset({'campus_hash=9103a6c82e355433', 'total_pft_visits=Low', 'tipo_ingreso=NAP'})"
0.05196,"frozenset({'campus_hash=9103a6c82e355433', 'tipo_ingreso=NAP', 'total_resource_events=Low'})"
0.06002,"frozenset({'campus_hash=9103a6c82e355433', 'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Low'})"
0.05996,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'campus_hash=9103a6c82e355433'})"
0.06002,"frozenset({'campus_hash=9103a6c82e355433', 'total_pft_visits=Low', 'total_n_wifi_days=Low'})"
0.05996,"frozenset({'campus_hash=9103a6c82e355433', 'total_n_wifi_days=Low', 'total_resource_events=Low'})"
0.06496,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'campus_hash=9103a6c82e355433'})"
0.06502,"frozenset({'campus_hash=9103a6c82e355433', 'total_pft_visits=Low', 'total_pft_assignment_submissions=Low'})"
0.06492,"frozenset({'campus_hash=9103a6c82e355433', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low'})"
